"App Name","App Id","Category","Rating","Rating Count","Installs","Minimum Installs","Maximum Installs","Free","Price","Currency","Size","Minimum Android","Developer Id","Developer Website","Developer Email","Released","Last Updated","Content Rating","Privacy Policy","Ad Supported","In App Purchases","Editors Choice","Scraped Time"
"UOItalia Reborn","com.uoitalia.uoireborn","Role Playing",4.5,24,"1,000+",1000,1017,TRUE,0,"USD","17M","4.4 and up","Ultima Online Italia Reborn","https://www.uoitalia.net","developer@uoitalia.net","Sep 6, 2020","Sep 24, 2020","Everyone","https://www.uoitalia.net/en/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 10:10:16
"Code Runner For JS","com.sfwan.app.coderunner","Tools",3.8,40,"1,000+",1000,4282,TRUE,0,"USD","2.5M","5.0 and up","safwan abdualghni","http://www.fb.com/sfwan.apps","sfwanabdualghni@gmail.com","Sep 18, 2019","Sep 28, 2019","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 01:34:46
"Headuck Call Blocker / Caller ID DEV (HK)","com.headuck.headuckblocker.dev","Communication",4.1,2040,"50,000+",50000,91547,TRUE,0,"USD","3.3M","2.2 and up","Headuck","http://blog.headuck.com","headucklab@gmail.com","Dec 3, 2015","Jun 21, 2020","Everyone","http://blog.headuck.com/?p=557",FALSE,FALSE,FALSE,2021-06-15 21:48:19
"FRONTROW - All Access App","com.frontrowofficial","Business",4.2,248,"10,000+",10000,26885,TRUE,0,"USD","22M","6.0 and up","Worktable Pte Ltd","https://frontrowofficial.com","admin@frontrowofficial.com","Dec 13, 2020","Jan 01, 2021","Everyone","https://frontrowofficial.com/privacypolicy",FALSE,FALSE,FALSE,2021-06-16 01:48:31
"Quadrone E-Merse","com.ihunuo.unity.wifi.qua.emerse","Entertainment",3,28,"5,000+",5000,7789,TRUE,0,"USD","43M","4.4 and up","FYD Technology Co., Ltd",NA,"fyd.play@gmail.com","Aug 7, 2017","Aug 11, 2017","Everyone","http://www.ihunuo.com",FALSE,FALSE,FALSE,2021-06-15 20:39:31
"Basic nursing course. Learn nursing","cursoenfermeria.aprenderenfermeria.enfermeriabasica","Education",0,0,"500+",500,889,TRUE,0,"USD","4.8M","5.1 and up","Chile Picanton",NA,"chilepicanton205@gmail.com","Mar 4, 2021","Mar 05, 2021","Everyone","https://docs.google.com/document/d/1oduEmegMiGpIXbcYOcdod28uFhEBlohkUECDfd7DS10/edit?usp=sharing",TRUE,FALSE,FALSE,2021-06-16 11:40:21
"<U+0627><U+0644><U+062D><U+0635><U+0646> <U+0627><U+0644><U+062D><U+0635><U+064A><U+0646>","com.saadapps.alhosson","Books & Reference",4.6,331,"50,000+",50000,62903,TRUE,0,"USD","6.1M","4.2 and up","Abdulrahman alsadar","https://rmal.com.sa/","alhusnalhasen@gmail.com","May 13, 2015","Sep 03, 2019","Everyone","https://rmal.com.sa",FALSE,FALSE,FALSE,2021-06-16 04:58:20
"Arise Institute","co.bolton.gold","Education",4.9,16,"100+",100,130,TRUE,0,"USD","38M","4.2 and up","Education Genes Media",NA,"support@classplus.co","Mar 27, 2020","Jun 09, 2021","Everyone","https://classplusapp.com/privacy.html",FALSE,FALSE,FALSE,2021-06-16 07:47:12
"DEMO- Barcode value calculator ETIKscanCalc","com.etik.etikscancalc.demo","Business",0,0,"10+",10,14,TRUE,0,"USD","723k","5.1 and up","Etiko int d.o.o.",NA,"android@etiko-int.com","Jul 15, 2019","Jul 15, 2019","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 07:02:07
"<U+C544><U+B78D><U+C5B4> <U+B2E8><U+C5B4><U+C7A5>","io.github.dev.yakuza.arabicwords","Education",0,0,"50+",50,62,TRUE,0,"USD","13M","4.1 and up","JeongHean Kim",NA,"dev.yakuza@gmail.com","Sep 22, 2020","Jun 13, 2021","Everyone",NA,TRUE,TRUE,FALSE,2021-06-16 08:05:10
"IBS Book Store","com.ibsbookstore.app22776","Books & Reference",0,0,"10+",10,46,TRUE,0,"USD","24M","7.0 and up","Angel Book House Pvt Ltd, India","https://www.ibsbookstore.com","khalid@ibsbookstore.com","Nov 17, 2020","Nov 17, 2020","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 00:23:07
"Brain games - Horse - Memory training *Gold","pl.extraextra.braingame.memorytraining.horse.premium","Puzzle",0,0,"1+",1,3,FALSE,2.99,"USD","28M","4.1 and up","Extra Extra Mobile",NA,"extraextramobile@gmail.com","Aug 15, 2018","Aug 15, 2018","Everyone","https://extraextramobile.wordpress.com/privacy-policy/",FALSE,FALSE,FALSE,2021-06-15 23:27:32
"Weight Loss Tips Bangla : Dr. Jahangir Kabir","com.skappsbd.drjahangirkabir","Health & Fitness",4.6,793,"10,000+",10000,20653,TRUE,0,"USD","8.4M","5.0 and up","SkAppsBD",NA,"cyber71@jokomo.com","Jul 10, 2020","Oct 27, 2020","Everyone","https://skappsbd.blogspot.com/p/privacy-policy.html",TRUE,FALSE,FALSE,2021-06-16 14:27:06
"ZELE the fisherman - Fishing Championship","com.wZELEthefisherman","Sports",0,0,"100+",100,232,TRUE,0,"USD","7.0M","2.3 and up","3LabGo",NA,"alasoft24@gmail.com","Feb 20, 2016","Feb 20, 2016","Everyone","http://www.appsgeyser.com/privacy/app/",TRUE,FALSE,FALSE,2021-06-16 14:27:12
"Vivekananda Technocrat Forum","com.TansarSolution.admin.VTI","Education",0,0,"1+",1,4,TRUE,0,"USD","15M","4.4 and up","Verifer","http://www.veriferedu.com","jaydeep@veriferedu.com","Feb 7, 2020","Feb 08, 2020","Everyone","http://www.verifer.in/index.php/privacy-policy/",FALSE,FALSE,FALSE,2021-06-16 03:45:31
"Abduct Inc. - Alien UFO Simulator 3D","com.Dysnomia.AbductInc","Simulation",4.2,20,"500+",500,519,TRUE,0,"USD","Varies with device","4.4 and up","Dysnomia","https://dysnomiagames.itch.io","dysnomiaentertainment@gmail.com","Apr 20, 2021","Jun 01, 2021","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 12:41:51
"Solitaire TriPeaks Cacique - Free Card Game","com.lanfan.stc.and","Card",4.2,10,"1,000+",1000,1200,TRUE,0,"USD","88M","5.0 and up","Nine Stars",NA,"gpapphillmount@gmail.com","Mar 11, 2021","Apr 09, 2021","Everyone","http://www.qinrenmajiang.com/privacypolicy.html",TRUE,TRUE,FALSE,2021-06-16 07:09:32
"BENE Magazin des Bistums Essen","com.pressmatrix.bistumessen","Video Players & Editors",4.6,24,"500+",500,794,TRUE,0,"USD","13M","4.0 and up","Bistum Essen","http://www.bene-magazin.de","redaktion@bene-magazin.de","Apr 9, 2014","Feb 12, 2016","Everyone","http://www.bene-magazin.de/impressum.html",FALSE,FALSE,FALSE,2021-06-16 03:11:26
"Digital Watch Face","com.tppm.digital.watch.face","Personalization",2.8,490,"100,000+",1e+05,239492,TRUE,0,"USD","Varies with device","Varies with device","Thalia Premium Photo Montage","https://thaliadev.wixsite.com/thaliaapps","thaliamaka@gmail.com","Nov 2, 2016","Oct 18, 2018","Everyone","https://thaliadev.wixsite.com/thaliaapps/privacy-policy",TRUE,FALSE,FALSE,2021-06-16 04:27:42
"WHITE CIRCLE Demo","com.mecauz.whitecircledemo","Adventure",0,0,"10+",10,11,TRUE,0,"USD","42M","4.4 and up","mecauz","http://mecauz.com/whitecircle","info@mecauz.com","Sep 23, 2019","Sep 26, 2019","Teen",NA,FALSE,FALSE,FALSE,2021-06-16 10:52:41
"inLumio","com.PrimeFable.inLumio","Casual",3.9,11,"500+",500,595,TRUE,0,"USD","35M","4.4 and up","Prime Fable","https://inlumio.primefable.com","contact@primefable.com","Jan 12, 2021","Apr 13, 2021","Everyone","https://inlumio.primefable.com/privacy.html",FALSE,FALSE,FALSE,2021-06-16 12:39:28
"Purple Pink Snowy Day","com.papoworld.apps.snowyday","Educational",3.8,187,"100,000+",1e+05,229495,TRUE,0,"USD","27M","4.0 and up","Color Network","https://www.papoworld.com/","jinyi.ac@gmail.com","Dec 20, 2018","Dec 21, 2018","Everyone","http://www.papoworld.com/app-privacy.html",TRUE,TRUE,FALSE,2021-06-16 09:36:36
"COVID-19 Indigenous","com.craigdietrich.covid19indigenous","Education",0,0,"10+",10,24,TRUE,0,"USD","8.8M","4.1 and up","Craig Dietrich","https://craigdietrich.com","craigdietrich@gmail.com","Jan 7, 2021","Feb 03, 2021","Teen","https://covid19indigenous.ca/questionnaire/privacy-policy.html",FALSE,FALSE,FALSE,2021-06-15 21:57:05
"MY STONE","de.aquanero.mystone","Lifestyle",5,6,"500+",500,686,TRUE,0,"USD","2.8M","4.3 and up","aquanero GmbH","https://www.mystone.info/","service@mystone.info","Nov 20, 2018","Dec 09, 2015","Everyone","https://www.mystone.info/",FALSE,FALSE,FALSE,2021-06-16 05:45:30
"General Knowledge 2021","com.pawan.gk2020","Education",0,0,"100+",100,101,TRUE,0,"USD","29M","4.0.3 and up","pansia",NA,"pkrpansia@gmail.com","Dec 28, 2019","Jan 13, 2021","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 08:10:46
"YKS Matematik Çikmis Sorular Üniversite Hazirlik","com.yks_matematik","Educational",4.3,14,"5,000+",5000,5331,TRUE,0,"USD","20M","4.1 and up","Burak Karakan",NA,"burak.karakan@gmail.com","Nov 9, 2017","Dec 07, 2017","Everyone","http://logonubul.com/privacy_policy.html",TRUE,FALSE,FALSE,2021-06-16 04:55:30
"serenbe","com.readinsite.serenbe","Lifestyle",0,0,"50+",50,77,TRUE,0,"USD","10M","5.0 and up","Alosant","http://leadinsite.co","mike@leadinsite.com","Feb 18, 2019","Feb 02, 2021","Teen","https://support.myserenbe.com/privacy",FALSE,FALSE,FALSE,2021-06-16 11:57:09
"Bible Talks Notes FREE","com.areastudio.btnotesdemo","Productivity",4.1,21,"10,000+",10000,20159,TRUE,0,"USD","4.2M","4.0.3 and up","AreaStudio","http://www.areastudio.fr","contact@areastudio.fr","Oct 16, 2015","Oct 21, 2020","Everyone","http://www.areastudio.fr/privacy_policy.html",FALSE,FALSE,FALSE,2021-06-16 05:04:25
"ShootAndProve","com.shootandprove","Productivity",5,6,"100+",100,325,TRUE,0,"USD","322M","7.0 and up","Shoot&Prove SA/NV","https://www.shootandprove.com","contact@shootandprove.com","Jun 11, 2018","Oct 04, 2020","Everyone","https://www.shootandprove.com/policies/privacypolicy-en-v1.html",FALSE,TRUE,FALSE,2021-06-16 05:14:45
"Izuku Midoriya Boku no Hero Anime Wallpapers","anime.manga.wallpaper.MidoriyaDekunoHeroAcademiaAnimehdWallpapers.myapp_Midoriya_Deku_no_Hero_Academia_Anime_hd_Wallpapers","Personalization",0,0,"500+",500,655,TRUE,0,"USD","52M","5.0 and up","Biggest Manga Anime Fan","https://mallu-dare.xyz/","animedevforyou@gmail.com","Oct 22, 2020","Oct 22, 2020","Mature 17+","https://animedevblog.blogspot.com/2020/10/privacy-policy-body-font-family.html",TRUE,FALSE,FALSE,2021-06-16 13:08:47
"Universign","com.universign.app.android","Productivity",4.1,10,"1,000+",1000,2273,TRUE,0,"USD","39M","5.0 and up","Universign","https://www.universign.eu/","sales@universign.eu","Jan 8, 2016","Oct 16, 2020","Everyone","https://www.universign.eu/fr/legal-notice-app/",FALSE,FALSE,FALSE,2021-06-16 06:23:29
"Chat Kuy - Messenger","com.chatkuy.messengers","Communication",4.3,25,"1,000+",1000,1321,FALSE,2.99,"USD","65M","5.0 and up","ChatKuy","https://chatkuy.com","admin@chatkuy.com","Sep 9, 2019","Jun 28, 2020","Everyone","https://chatkuy.com/terms/privacy-policy",TRUE,FALSE,FALSE,2021-06-15 20:51:51
"CAREERMATE","co.alicia.yksej","Education",0,0,"100+",100,188,TRUE,0,"USD","38M","4.2 and up","Education Alicia Media",NA,"support@classplus.co","Jun 24, 2020","Jun 11, 2021","Everyone","https://bit.ly/2YDTip0",TRUE,FALSE,FALSE,2021-06-15 21:13:06
"GFX Tool for Standoff 2","com.titans22.gfxtoolforstandoff2","Tools",NA,NA,"50,000+",50000,64281,TRUE,0,"USD","Varies with device","Varies with device","Titanic Entwickler",NA,"titanicentwickler@gmail.com",NA,"Jun 28, 2020","Everyone","https://titanentwick.blogspot.com/2019/09/august-12-2019-privacy-policy-app-as-ad.html",TRUE,FALSE,FALSE,2021-06-16 04:17:39
"Lithuanian Voice and Camera Translator","com.cvthub.lithuanianvoiceandcameratranslator","Tools",0,0,"10+",10,26,TRUE,0,"USD","2.5M","4.1 and up","Camera & Voice Translator Hub",NA,"cameraandvoicehub@gmail.com","Jan 12, 2019","Jun 20, 2020","Everyone","https://sites.google.com/site/cameraandvoicetranslator/home",TRUE,FALSE,FALSE,2021-06-16 15:02:41
"B1 Test Deutsch Prüfung","com.meinapp.app2017.DeutschB2","Education",4,46,"10,000+",10000,33396,TRUE,0,"USD","7.0M","4.2 and up","MySoftCompany",NA,"medfallani@gmail.com","Feb 22, 2017","Dec 07, 2017","Everyone","http://www.mysoft.company/privacy-policy-2/",TRUE,FALSE,FALSE,2021-06-16 02:38:27
"Job Interview Guide","com.paradigmsc.jobinterviewguide","Education",0,0,"1,000+",1000,1028,TRUE,0,"USD","4.3M","3.1 and up","Salina Akter",NA,"saalinaakterhamid@gmail.com","Dec 22, 2016","Dec 22, 2016","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 02:13:19
"Hyrule Amino for Zelda Fans","com.narvii.amino.x59","Social",4.5,1942,"10,000+",10000,45782,TRUE,0,"USD","101M","4.1 and up","Amino Apps","http://aminoapps.com/","support@aminoapps.com","Feb 16, 2016","Dec 13, 2019","Teen","http://www.narvii.com/privacy.html",FALSE,FALSE,FALSE,2021-06-16 01:36:32
"SH1FT","com.netsells.sh1ft","Health & Fitness",5,12,"1,000+",1000,1038,TRUE,0,"USD","28M","5.0 and up","SH1FT","http://www.SH1FTfitness.com","enquiries@SH1FTfitness.com","May 3, 2017","May 31, 2021","Everyone","https://sh1ftfitness.com/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 03:23:34
"Notícias do Brasil - Últimas Notícias do Brasil","com.allfootballnewsapp","News & Magazines",0,0,"100+",100,261,TRUE,0,"USD","9.1M","5.0 and up","Francis Mvwango",NA,"mtonoalphonce@gmail.com","Aug 26, 2020","Apr 16, 2021","Everyone","https://teknoplikasi.blogspot.com/p/blog-page.html",TRUE,FALSE,FALSE,2021-06-16 10:49:08
"Morse Code","com.ferozacademy.morsecode","Education",0,0,"50+",50,50,TRUE,0,"USD","1.4M","4.4 and up","Feroz Academy","http://www.ferozacademy.com","contactferozacademy@gmail.com","Jul 7, 2018","Jul 07, 2018","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 06:05:24
"Karnevalsfreunde Esslingen","de.appack.project.karneval_esslingen","Sports",0,0,"100+",100,105,TRUE,0,"USD","15M","5.0 and up","vmapit.de","https://karnevalsfreunde.de/","apps@vmapit.de","Sep 17, 2018","Jan 11, 2021","Teen","https://cdn.appack.de/KarnevalEsslingen/html/Datenschutzerklearung.html",FALSE,FALSE,FALSE,2021-06-16 06:43:16
"So Organic","com.starrystep.store.soorganic","Business",0,0,"0+",0,0,TRUE,0,"USD","30M","5.0 and up","Starrystep Limited","https://www.ibusiness.com.hk","info@ibusiness.com.hk","May 31, 2021","Jun 01, 2021","Everyone","http://ibusiness.com.hk/privacy.html",FALSE,FALSE,FALSE,2021-06-15 21:39:56
"PRO Motion Detector Camera","com.sjm.camera","House & Home",0,0,"100+",100,454,TRUE,0,"USD","2.0M","7.0 and up","Symon Mayn",NA,"dotnetwerkspc@gmail.com","Nov 16, 2020","Jun 03, 2021","Everyone","https://www.termsfeed.com/live/ac6f822e-9ea7-4aa1-bbd9-5f12aae46afe",FALSE,FALSE,FALSE,2021-06-15 21:05:47
"G-Eazy Ringtones Free","com.abcringtonesxyz.geazymusicperfect","Music & Audio",5,5,"100+",100,180,TRUE,0,"USD","35M","4.0 and up","ABC Ringtones XYZ","https://abcringtonesxyz.blogspot.com/","Quocthinh7899@gmail.com","Oct 12, 2019","Oct 12, 2019","Everyone","https://abcringtonesxyz.blogspot.com/2019/10/chinh-sach-bao-mat-ung-dung-g-eazy.html",TRUE,FALSE,FALSE,2021-06-16 10:07:29
"Guardian Live PRO","com.mm.android.direct.guardian","Tools",0,0,"10,000+",10000,13895,TRUE,0,"USD","71M","4.1 and up","Uniden Australia Pty Limited","http://uniden.com.au","marketing@uniden.com.au","Aug 22, 2016","Apr 13, 2020","Everyone","https://www.uniden.com.au/AUSTRALIA/privacy_policy.asp",FALSE,FALSE,FALSE,2021-06-16 11:00:29
"Metal Rambo War Soldier","com.metalrambo.supershooter","Action",0,0,"500+",500,605,TRUE,0,"USD","7.6M","4.1 and up","GAMISOFT","https://www.gamisoft.net","contact@gamisoft.net","Nov 20, 2020","Nov 20, 2020","Everyone","https://www.gamisoft.net/p/privacy-policy.html",TRUE,FALSE,FALSE,2021-06-16 02:43:22
"ICC VIN SCAN","com.companyname.VINScanner","Auto & Vehicles",0,0,"50+",50,61,TRUE,0,"USD","8.7M","4.4 and up","Inventory Command Center (ICC)","http://www.InventoryCC.com","support@inventorycc.com","Aug 31, 2018","Nov 10, 2018","Everyone","https://inventorycc.com/icc/Portal/privacypolicy.html",FALSE,FALSE,FALSE,2021-06-16 01:29:05
"United States Hotels","com.ushotel.disinilo","Travel & Local",0,0,"100+",100,211,TRUE,0,"USD","2.4M","4.4 and up","SatuWebSolution","http://us.disinilo.com","satuwebsolution@gmail.com","Jun 29, 2016","Aug 26, 2020","Everyone","http://disinilo.com/tos.html",FALSE,FALSE,FALSE,2021-06-16 01:19:47
"Age Calculator","com.SRB.agecalculator","Tools",0,0,"10+",10,19,TRUE,0,"USD","3.5M","7.0 and up","Rajesh Babu",NA,"geetharajnathan@gmail.com","Jun 1, 2019","Feb 15, 2020","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 07:24:52
"Kili Josiyam","com.kolldwoodapps.kilijosiyam","Lifestyle",3.9,2767,"1,000,000+",1e+06,1174890,TRUE,0,"USD","6.9M","4.0 and up","BALAJI APPS",NA,"kkbalaji334@gmail.com","Nov 9, 2014","Sep 29, 2018","Everyone","http://kushitamil.com/privacy_policy/kili_josiyam.html",TRUE,FALSE,FALSE,2021-06-16 00:20:26
"LAUFEN SmartControl","ch.laufen.smartcontrol","Business",0,0,"10+",10,22,TRUE,0,"USD","44M","5.0 and up","LAUFEN Bathrooms AG","https://www.de.laufen.com/","info@laufen.ch","Apr 30, 2021","May 05, 2021","Everyone","https://www.laufen.ch/de/home/data-protection-policy",FALSE,FALSE,FALSE,2021-06-16 08:26:07
"North Platte Coupons","com.appswiz.northplattecouponsihgfa","Business",0,0,"5+",5,7,TRUE,0,"USD","4.0M","4.0 and up","Appswiz","http://www.northplattecoupons.com","therealappswiz@gmail.com","Aug 29, 2018","Aug 30, 2018","Everyone","http://www.northplattecoupons.com",FALSE,FALSE,FALSE,2021-06-16 02:25:56
"MyFoodSpot","eu.myfoodspot.app","Food & Drink",2.8,8,"1,000+",1000,1929,TRUE,0,"USD","47M","6.0 and up","Lantmannen Unibake","http://www.myfoodspot.eu/","Koen.Meyskens@lantmannen.com","Jan 6, 2019","Apr 10, 2020","Everyone","https://www.lantmannen-unibake.com/Cookies/",FALSE,FALSE,FALSE,2021-06-15 23:47:05
"basketball dunk shot","com.baskettballdunk.salinadi","Sports",0,0,"100+",100,137,TRUE,0,"USD","15M","4.3 and up","HyperTAG Solutions Ltd",NA,"lasdioh@gmail.com","Nov 16, 2019","Nov 21, 2019","Everyone","https://celebrity-buzz.flycricket.io/privacy.html",TRUE,FALSE,FALSE,2021-06-16 00:09:54
"RS Junction","com.channel.sppfk","Education",0,0,"50+",50,51,TRUE,0,"USD","5.8M","4.1 and up","Aditi Srivastava",NA,"scratchprogrammingprojects@gmail.com","Jan 19, 2021","Jun 04, 2021","Everyone",NA,FALSE,FALSE,FALSE,2021-06-15 22:36:14
"Smart Learning","co.nick.hwsiq","Education",0,0,"100+",100,295,TRUE,0,"USD","38M","4.2 and up","Education Nick Media",NA,"support@classplus.co","Jul 16, 2020","Jun 13, 2021","Everyone","https://bit.ly/2YDTip0",TRUE,FALSE,FALSE,2021-06-16 09:43:42
"Geometria RA (GeometriAR) - Geometry AR","com.AllMake.GeometriaRAFree","Education",4.6,24,"5,000+",5000,5602,TRUE,0,"USD","Varies with device","4.2 and up","AllMake",NA,"allissonpierre@outlook.com","Mar 4, 2020","Aug 03, 2020","Everyone","http://bit.ly/2ECG0iq",TRUE,FALSE,FALSE,2021-06-16 09:16:15
"Synergy","de.synergy","Productivity",0,0,"50+",50,94,TRUE,0,"USD","4.8M","4.1 and up","Intrakommuna GmbH","https://www.synergy2.de/","info@united-grid.net",NA,"Apr 06, 2020","Teen","https://www.baynet.info/datenschutzhinweis",FALSE,FALSE,FALSE,2021-06-16 08:37:45
"Laurel Hill Vet Service, Inc.","com.app_laurelhillvet.layout","Medical",0,0,"100+",100,287,TRUE,0,"USD","12M","4.1 and up","THE VET APP","http://www.lhvsinc.com","info@lhvsinc.com","Jun 29, 2016","Mar 08, 2018","Everyone","http://mobileappco.org/tos.php?app_code=LaurelHillVet",FALSE,FALSE,FALSE,2021-06-16 07:29:20
"MTL Learn Romanian Words","com.metalanguage.mtlromanian","Education",5,5,"500+",500,775,TRUE,0,"USD","112M","4.4 and up","MetaLanguage","http://metalanguagepro.com","contact@metalanguagepro.com","Nov 30, 2020","Mar 29, 2021","Everyone","http://metalanguagepro.com/privacy-policy/",TRUE,TRUE,FALSE,2021-06-15 22:05:36
"Ceramah Pilihan Ust.Abdul Somad","com.andromo.dev910097.app1050534","Music & Audio",0,0,"50+",50,67,TRUE,0,"USD","27M","4.1 and up","tandevweb",NA,"tandevweb@gmail.com","Dec 10, 2019","Dec 10, 2019","Everyone","https://docs.google.com/document/d/1l2er3vvBEAfUatHVbknKp__WXVPbNJvfzGccHKgXpcw/edit?usp=sharing",TRUE,FALSE,FALSE,2021-06-15 23:29:54
"Voice Search - Click Me & Say","appinventor.ai_verma_nehaverma.GoogleSearchApp","Tools",0,0,"100+",100,150,TRUE,0,"USD","3.3M","2.1 and up","NEHAV",NA,"verma.nehaverma@gmail.com","May 8, 2020","May 08, 2020","Everyone","https://nehave29.blogspot.com/p/blog-page.html",FALSE,FALSE,FALSE,2021-06-15 23:28:12
"5 <U+0441><U+0430><U+043B><U+0444><U+0435><U+0442><U+043E><U+043A> | <U+041C><U+0430><U+0433><U+043D><U+0438><U+0442><U+043E><U+0433><U+043E><U+0440><U+0441><U+043A>","ru.FoodSoul.MagnitogorskMoyTarantino","Food & Drink",3.8,12,"500+",500,804,TRUE,0,"USD","8.3M","4.4 and up","F<U+043E><U+043E>d S<U+043E>ul","https://foodsoul.pro","android@foodsoul.pro","Mar 8, 2017","Jan 17, 2019","Everyone","https://ru.foodsoul.pro/documents/singleton?company_id=903&mode=chain",FALSE,FALSE,FALSE,2021-06-16 01:22:25
"Taniwha","com.adrenalingames.taniwha","Adventure",5,10,"100+",100,410,TRUE,0,"USD","88M","4.4 and up","Native Games",NA,"games@adrenalingroup.com","Mar 18, 2021","Apr 01, 2021","Everyone 10+","https://www.adrenalingames.co.nz/about-us/privacy-policy-taniwha-game",FALSE,FALSE,FALSE,2021-06-16 02:52:18
"Text Bomber","com.avishtechnologiestextbomber.app.textbomber","Social",3,2533,"1,000,000+",1e+06,1578067,TRUE,0,"USD","4.0M","7.1 and up","Avish Bhargav Kolusu","https://avishbhargav12.000webhostapp.com/","avishtechnologies@gmail.com","Jan 27, 2019","May 31, 2021","Teen","https://avishtechnologies.wixsite.com/aboutceo",TRUE,FALSE,FALSE,2021-06-16 12:21:24
"PassMemo","jp.co.nsw.android.passmemo","Tools",0,0,"100,000+",1e+05,171395,TRUE,0,"USD","4.4M","4.4 and up","NIPPON SYSTEMWARE CO.,LTD. ","https://mobile.nswmps.jp/apps/passmemo_android.html","mps-info@gw.nsw.co.jp","Jul 13, 2012","Jul 29, 2019","Everyone","http://www.nsw.co.jp/corporate/csr/privacy/",TRUE,FALSE,FALSE,2021-06-16 06:56:50
"U Lifestyle:<U+6700>Hit<U+512A><U+60E0><U+53CA><U+751F><U+6D3B><U+8CC7><U+8A0A><U+5E73><U+53F0>","com.hket.android.up","Lifestyle",3.7,938,"100,000+",1e+05,231434,TRUE,0,"USD","58M","6.0 and up","Hong Kong Economic Times Limited","https://www.ulifestyle.com.hk","info@ulifestyle.com.hk","Apr 10, 2012","Jun 15, 2021","Everyone","https://www.ulifestyle.com.hk/aboutus",TRUE,FALSE,FALSE,2021-06-15 22:37:41
"OutpatientManager - Provider","com.outpatientmanager.provider","Lifestyle",0,0,"1+",1,1,TRUE,0,"USD","50M","4.2 and up","Arion Hardison",NA,"arion@dietmanager.com","Nov 2, 2020","Nov 25, 2020","Everyone","https://outpatientmanager.com/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 04:47:10
"compras en línea en ecuador","com.application.onlineshoppinginecuador","Shopping",3.1,38,"10,000+",10000,27029,TRUE,0,"USD","3.9M","2.3 and up","SKZ LTD",NA,"smartdeveloperz@hotmail.com","Dec 7, 2017","Apr 02, 2019","Everyone","http://smartdeveloperz.blogspot.com/p/notwithstanding-anything-else-in-this.html",TRUE,FALSE,FALSE,2021-06-16 05:05:39
"BB-8 Lamp","com.iamandu.bb8lamp","Entertainment",4,287,"10,000+",10000,37010,TRUE,0,"USD","2.3M","4.0.3 and up","Iamandu",NA,"appbb8lamp@gmail.com","Apr 11, 2016","Sep 26, 2016","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 12:39:08
"Adaba 88.9 FM","fm.adaba889.myradio","Music & Audio",4.8,24,"1,000+",1000,4345,TRUE,0,"USD","4.3M","4.2 and up","Acumento","http://www.acumento.com","woyelami@gmail.com","May 14, 2019","May 14, 2019","Everyone","http://adaba889.fm/?page_id=3391&preview=true",FALSE,FALSE,FALSE,2021-06-16 04:10:31
"All Southwest Asia Newspapers","com.andromo.dev745414.app885773","News & Magazines",0,0,"10+",10,20,TRUE,0,"USD","3.9M","4.1 and up","appdate",NA,"appguru.k2@gmail.com","Nov 23, 2018","Nov 23, 2018","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 00:48:21
"Helper for Flash Point Fire Rescue","info.dylansymons.fpfrhelper","Tools",4,16,"500+",500,793,TRUE,0,"USD","2.2M","4.1 and up","DySy Software",NA,"dysysoftware@gmail.com","Feb 21, 2017","Oct 08, 2018","Everyone","https://cdn.rawgit.com/DanylNysom/AppFiles/ed5f9792/Flash_Point_Fire_Rescue_Helper/privacy_policy.html",TRUE,TRUE,FALSE,2021-06-16 14:14:35
"Rotatos","com.mobifun.rotatos","Arcade",4,47,"10,000+",10000,34433,TRUE,0,"USD","32M","4.1 and up","Mobifun Bilisim","http://www.mobifun.com.tr/","info@mobifun.com.tr","Nov 2, 2017","Jan 20, 2018","Everyone","http://www.mobifun.com.tr/",TRUE,TRUE,FALSE,2021-06-16 12:33:21
"Mandinka Bible","com.mandinka.bible","Books & Reference",0,0,"500+",500,592,TRUE,0,"USD","7.6M","2.3 and up","Joy for the world",NA,"alakakuma2@gmail.com","Jun 8, 2019","Jun 08, 2019","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 08:04:14
"Maestro Food Plouzane","com.desclick.MaestroFoodPlouzane","Food & Drink",0,0,"100+",100,497,TRUE,0,"USD","6.8M","4.1 and up","DES-CLICK","https://www.des-click.com","desclick.website@gmail.com","Sep 14, 2016","Mar 29, 2021","Everyone","https://www.pizza-maestrofood.fr/mentions-legales.php",FALSE,FALSE,FALSE,2021-06-16 03:36:09
